h_fib,lda0,Reflectance_port_1,Transmittance_port_2,Absorvance
1.80500e+00,5.03500e-01,9.99698e-01,2.66965e-05,2.75766e-04
1.80500e+00,5.03675e-01,9.05288e-01,4.34874e-03,9.03628e-02
1.80500e+00,5.03850e-01,9.99657e-01,1.03808e-05,3.33064e-04
1.80500e+00,5.04025e-01,9.99868e-01,5.02096e-06,1.26873e-04
1.80500e+00,5.04200e-01,9.99908e-01,4.27733e-06,8.79273e-05
1.80500e+00,5.04375e-01,9.99923e-01,3.92975e-06,7.31567e-05
1.80500e+00,5.04550e-01,9.99931e-01,3.65102e-06,6.57236e-05
1.80500e+00,5.04725e-01,9.99935e-01,3.39546e-06,6.15984e-05
1.80500e+00,5.04900e-01,9.99937e-01,3.15767e-06,5.94884e-05
1.80500e+00,5.05075e-01,9.99938e-01,2.93968e-06,5.89330e-05
1.80500e+00,5.05250e-01,9.99937e-01,2.74537e-06,5.97827e-05
1.80500e+00,5.05425e-01,9.99935e-01,2.58004e-06,6.20243e-05
1.80500e+00,5.05600e-01,9.99932e-01,2.45193e-06,6.57399e-05
1.80500e+00,5.05775e-01,9.99926e-01,2.37638e-06,7.11971e-05
1.80500e+00,5.05950e-01,9.99918e-01,2.38678e-06,7.92668e-05
1.80500e+00,5.06125e-01,9.99905e-01,2.55983e-06,9.29157e-05
1.80500e+00,5.06300e-01,9.99877e-01,2.98088e-06,1.19958e-04
1.80500e+00,5.06475e-01,9.99848e-01,3.00040e-06,1.48722e-04
1.80500e+00,5.06650e-01,9.99858e-01,2.21626e-06,1.39781e-04
1.80500e+00,5.06825e-01,9.99870e-01,1.76128e-06,1.28141e-04
1.80500e+00,5.07000e-01,9.99875e-01,1.56905e-06,1.22979e-04
1.80500e+00,5.07175e-01,9.99878e-01,1.47595e-06,1.20372e-04
1.80500e+00,5.07350e-01,9.99880e-01,1.42282e-06,1.18133e-04
1.80500e+00,5.07525e-01,9.99883e-01,1.38785e-06,1.15353e-04
1.80500e+00,5.07700e-01,9.99887e-01,1.36200e-06,1.11728e-04
1.80500e+00,5.07875e-01,9.99891e-01,1.34162e-06,1.07263e-04
1.80500e+00,5.08050e-01,9.99897e-01,1.32607e-06,1.02143e-04
1.80500e+00,5.08225e-01,9.99902e-01,1.31668e-06,9.66396e-05
1.80500e+00,5.08400e-01,9.99908e-01,1.31623e-06,9.10434e-05
1.80500e+00,5.08575e-01,9.99913e-01,1.32858e-06,8.56247e-05
1.80500e+00,5.08750e-01,9.99918e-01,1.35873e-06,8.06167e-05
1.80500e+00,5.08925e-01,9.99922e-01,1.41340e-06,7.62323e-05
1.80500e+00,5.09100e-01,9.99926e-01,1.50252e-06,7.27042e-05
1.80500e+00,5.09275e-01,9.99928e-01,1.64245e-06,7.03632e-05
1.80500e+00,5.09450e-01,9.99928e-01,1.86318e-06,6.98076e-05
1.80500e+00,5.09625e-01,9.99925e-01,2.22690e-06,7.23703e-05
1.80500e+00,5.09800e-01,9.99915e-01,2.88675e-06,8.18126e-05
1.80500e+00,5.09975e-01,9.99883e-01,4.33958e-06,1.12952e-04
1.80500e+00,5.10150e-01,9.99718e-01,9.37898e-06,2.73102e-04
1.80500e+00,5.10325e-01,9.90322e-01,1.73841e-04,9.50373e-03
1.80500e+00,5.10500e-01,9.99129e-01,3.30151e-06,8.67423e-04
1.80500e+00,5.10675e-01,9.99682e-01,2.82240e-08,3.17908e-04
1.80500e+00,5.10850e-01,9.99742e-01,5.66287e-07,2.57221e-04
1.80500e+00,5.11025e-01,9.99712e-01,1.88123e-06,2.86094e-04
1.80500e+00,5.11200e-01,9.99569e-01,5.29117e-06,4.25332e-04
1.80500e+00,5.11375e-01,9.98813e-01,2.27243e-05,1.16449e-03
1.80500e+00,5.11550e-01,3.57315e-01,1.56401e-02,6.27045e-01
1.80500e+00,5.11725e-01,9.98977e-01,2.32382e-05,1.00013e-03
1.80500e+00,5.11900e-01,9.99660e-01,5.45196e-06,3.34637e-04
1.80500e+00,5.12075e-01,9.99777e-01,2.27171e-06,2.20867e-04
1.80500e+00,5.12250e-01,9.99817e-01,1.22633e-06,1.82170e-04
1.80500e+00,5.12425e-01,9.99837e-01,8.15227e-07,1.62474e-04
1.80500e+00,5.12600e-01,9.99851e-01,6.95429e-07,1.48760e-04
1.80500e+00,5.12775e-01,9.99862e-01,7.99216e-07,1.37247e-04
1.80500e+00,5.12950e-01,9.99872e-01,1.21504e-06,1.27271e-04
1.80500e+00,5.13125e-01,9.99877e-01,2.32717e-06,1.20425e-04
1.80500e+00,5.13300e-01,9.99870e-01,5.72143e-06,1.24266e-04
1.80500e+00,5.13475e-01,9.99788e-01,2.26217e-05,1.89662e-04
1.80500e+00,5.13650e-01,9.93895e-01,1.04969e-03,5.05505e-03
1.80500e+00,5.13825e-01,9.98337e-01,6.83167e-05,1.59464e-03
1.80500e+00,5.14000e-01,9.99672e-01,1.51501e-05,3.13056e-04
1.81000e+00,5.00000e-01,9.99865e-01,2.97704e-05,1.05401e-04
1.81000e+00,5.00175e-01,9.99842e-01,3.82199e-05,1.19757e-04
1.81000e+00,5.00350e-01,9.99807e-01,5.09881e-05,1.41567e-04
1.81000e+00,5.00525e-01,9.99752e-01,7.16439e-05,1.76572e-04
1.81000e+00,5.00700e-01,9.99653e-01,1.08493e-04,2.38927e-04
1.81000e+00,5.00875e-01,9.99440e-01,1.85488e-04,3.74240e-04
1.81000e+00,5.01050e-01,9.98752e-01,4.10623e-04,8.37181e-04
1.81000e+00,5.01225e-01,9.51727e-01,8.78707e-03,3.94862e-02
1.81000e+00,5.01400e-01,9.97797e-01,1.20782e-03,9.95493e-04
1.81000e+00,5.01575e-01,9.45381e-02,4.89022e-01,4.16440e-01
1.81000e+00,5.01750e-01,9.96060e-01,1.96724e-03,1.97238e-03
1.81000e+00,5.01925e-01,9.98742e-01,5.41450e-04,7.16571e-04
1.81000e+00,5.02100e-01,9.99151e-01,2.56734e-04,5.92074e-04
1.81000e+00,5.02275e-01,9.98344e-01,1.58417e-04,1.49730e-03
1.81000e+00,5.02450e-01,9.88779e-01,1.57845e-04,1.10628e-02
1.81000e+00,5.02625e-01,9.99376e-01,7.26485e-05,5.51590e-04
1.81000e+00,5.02800e-01,9.99710e-01,5.39022e-05,2.35656e-04
1.81000e+00,5.02975e-01,9.99801e-01,4.21171e-05,1.56654e-04
1.81000e+00,5.03150e-01,9.99843e-01,3.40295e-05,1.22682e-04
1.81000e+00,5.03325e-01,9.99868e-01,2.82857e-05,1.04044e-04
1.81000e+00,5.03500e-01,9.99883e-01,2.41924e-05,9.29758e-05
1.81000e+00,5.03675e-01,9.99891e-01,2.14337e-05,8.78321e-05
1.81000e+00,5.03850e-01,9.99888e-01,2.00943e-05,9.22840e-05
1.81000e+00,5.04025e-01,9.99846e-01,2.14625e-05,1.32486e-04
1.81000e+00,5.04200e-01,9.99325e-01,4.08278e-05,6.34398e-04
1.81000e+00,5.04375e-01,9.98178e-01,1.40182e-05,1.80808e-03
1.81000e+00,5.04550e-01,9.99771e-01,3.76978e-06,2.25136e-04
1.81000e+00,5.04725e-01,9.99872e-01,4.31481e-06,1.23787e-04
1.81000e+00,5.04900e-01,9.99901e-01,4.36495e-06,9.50368e-05
1.81000e+00,5.05075e-01,9.99913e-01,4.21189e-06,8.32172e-05
1.81000e+00,5.05250e-01,9.99918e-01,3.99290e-06,7.81111e-05
1.81000e+00,5.05425e-01,9.99920e-01,3.76413e-06,7.66624e-05
1.81000e+00,5.05600e-01,9.99919e-01,3.54955e-06,7.76515e-05
1.81000e+00,5.05775e-01,9.99916e-01,3.35955e-06,8.04439e-05
1.81000e+00,5.05950e-01,9.99912e-01,3.19868e-06,8.46000e-05
1.81000e+00,5.06125e-01,9.99907e-01,3.06928e-06,8.97473e-05
1.81000e+00,5.06300e-01,9.99901e-01,2.97378e-06,9.55773e-05
1.81000e+00,5.06475e-01,9.99895e-01,2.91714e-06,1.01975e-04
1.81000e+00,5.06650e-01,9.99888e-01,2.90964e-06,1.09454e-04
1.81000e+00,5.06825e-01,9.99877e-01,2.95905e-06,1.20437e-04
1.81000e+00,5.07000e-01,9.99858e-01,2.94750e-06,1.39252e-04
1.81000e+00,5.07175e-01,9.99849e-01,2.52449e-06,1.48253e-04
1.81000e+00,5.07350e-01,9.99861e-01,2.16687e-06,1.36451e-04
1.81000e+00,5.07525e-01,9.99872e-01,2.03996e-06,1.25970e-04
1.81000e+00,5.07700e-01,9.99880e-01,1.97874e-06,1.18258e-04
1.81000e+00,5.07875e-01,9.99887e-01,1.93208e-06,1.11438e-04
1.81000e+00,5.08050e-01,9.99893e-01,1.89030e-06,1.04760e-04
1.81000e+00,5.08225e-01,9.99900e-01,1.85316e-06,9.80733e-05
1.81000e+00,5.08400e-01,9.99907e-01,1.82233e-06,9.14485e-05
1.81000e+00,5.08575e-01,9.99913e-01,1.79961e-06,8.50113e-05
1.81000e+00,5.08750e-01,9.99919e-01,1.78664e-06,7.88764e-05
1.81000e+00,5.08925e-01,9.99925e-01,1.78519e-06,7.31305e-05
1.81000e+00,5.09100e-01,9.99930e-01,1.79766e-06,6.78382e-05
1.81000e+00,5.09275e-01,9.99935e-01,1.82768e-06,6.30572e-05
1.81000e+00,5.09450e-01,9.99939e-01,1.88087e-06,5.88547e-05
1.81000e+00,5.09625e-01,9.99943e-01,1.96605e-06,5.53245e-05
1.81000e+00,5.09800e-01,9.99945e-01,2.09753e-06,5.26122e-05
1.81000e+00,5.09975e-01,9.99947e-01,2.30003e-06,5.09720e-05
1.81000e+00,5.10150e-01,9.99946e-01,2.62052e-06,5.09404e-05
1.81000e+00,5.10325e-01,9.99943e-01,3.16141e-06,5.39761e-05
1.81000e+00,5.10500e-01,9.99930e-01,4.19834e-06,6.53949e-05
1.81000e+00,5.10675e-01,9.99879e-01,6.79563e-06,1.14111e-04
1.81000e+00,5.10850e-01,9.99403e-01,2.04241e-05,5.76251e-04
1.81000e+00,5.11025e-01,9.88974e-01,1.27723e-04,1.08978e-02
1.81000e+00,5.11200e-01,9.99353e-01,2.61560e-06,6.44035e-04
1.81000e+00,5.11375e-01,9.99646e-01,2.07462e-06,3.52083e-04
1.81000e+00,5.11550e-01,9.99698e-01,3.71180e-06,2.97901e-04
1.81000e+00,5.11725e-01,9.99677e-01,7.57096e-06,3.15882e-04
1.81000e+00,5.11900e-01,9.99532e-01,1.95577e-05,4.48005e-04
1.81000e+00,5.12075e-01,9.98382e-01,1.08418e-04,1.50916e-03
1.81000e+00,5.12250e-01,9.88993e-01,8.58714e-04,1.01481e-02
1.81000e+00,5.12425e-01,9.99411e-01,3.50924e-05,5.54333e-04
1.81000e+00,5.12600e-01,9.99727e-01,1.01101e-05,2.62600e-04
1.81000e+00,5.12775e-01,9.99807e-01,4.35648e-06,1.88809e-04
1.81000e+00,5.12950e-01,9.99843e-01,2.19462e-06,1.54405e-04
1.81000e+00,5.13125e-01,9.99867e-01,1.18096e-06,1.32148e-04
1.81000e+00,5.13300e-01,9.99884e-01,6.68659e-07,1.15098e-04
1.81000e+00,5.13475e-01,9.99898e-01,4.64131e-07,1.01208e-04
1.81000e+00,5.13650e-01,9.99909e-01,5.92945e-07,9.03707e-05
1.81000e+00,5.13825e-01,9.99914e-01,1.44381e-06,8.47599e-05
1.81000e+00,5.14000e-01,9.99899e-01,5.13317e-06,9.56476e-05
1.81500e+00,5.00000e-01,9.99879e-01,2.23850e-05,9.90365e-05
1.81500e+00,5.00175e-01,9.99865e-01,2.67833e-05,1.08530e-04
1.81500e+00,5.00350e-01,9.99846e-01,3.27421e-05,1.21382e-04
1.81500e+00,5.00525e-01,9.99820e-01,4.10098e-05,1.38869e-04
1.81500e+00,5.00700e-01,9.99785e-01,5.27219e-05,1.62669e-04
1.81500e+00,5.00875e-01,9.99734e-01,6.97300e-05,1.95814e-04
1.81500e+00,5.01050e-01,9.99660e-01,9.54037e-05,2.44232e-04
1.81500e+00,5.01225e-01,9.99542e-01,1.36664e-04,3.21036e-04
1.81500e+00,5.01400e-01,9.99329e-01,2.10190e-04,4.60981e-04
1.81500e+00,5.01575e-01,9.98840e-01,3.68646e-04,7.90860e-04
1.81500e+00,5.01750e-01,9.96708e-01,9.38158e-04,2.35360e-03
1.81500e+00,5.01925e-01,9.97482e-01,3.62338e-05,2.48216e-03
1.81500e+00,5.02100e-01,9.91022e-01,4.52804e-03,4.44971e-03
1.81500e+00,5.02275e-01,9.27205e-01,3.34923e-02,3.93028e-02
1.81500e+00,5.02450e-01,9.95726e-01,1.80979e-03,2.46464e-03
1.81500e+00,5.02625e-01,9.98393e-01,5.87297e-04,1.01951e-03
1.81500e+00,5.02800e-01,9.98765e-01,2.97024e-04,9.38346e-04
1.81500e+00,5.02975e-01,9.92234e-01,2.77030e-04,7.48912e-03
1.81500e+00,5.03150e-01,9.98436e-01,1.03864e-04,1.45965e-03
1.81500e+00,5.03325e-01,9.99578e-01,7.25655e-05,3.49751e-04
1.81500e+00,5.03500e-01,9.99746e-01,5.49300e-05,1.98903e-04
1.81500e+00,5.03675e-01,9.99812e-01,4.33917e-05,1.44518e-04
1.81500e+00,5.03850e-01,9.99848e-01,3.55736e-05,1.16513e-04
1.81500e+00,5.04025e-01,9.99870e-01,3.02294e-05,9.95763e-05
1.81500e+00,5.04200e-01,9.99884e-01,2.67252e-05,8.90062e-05
1.81500e+00,5.04375e-01,9.99891e-01,2.49143e-05,8.41950e-05
1.81500e+00,5.04550e-01,9.99884e-01,2.55068e-05,9.08367e-05
1.81500e+00,5.04725e-01,9.99806e-01,3.35595e-05,1.60017e-04
1.81500e+00,5.04900e-01,9.93816e-01,3.29362e-04,5.85447e-03
1.81500e+00,5.05075e-01,9.99581e-01,2.75447e-07,4.18565e-04
1.81500e+00,5.05250e-01,9.99837e-01,2.55648e-06,1.60185e-04
1.81500e+00,5.05425e-01,9.99879e-01,3.70783e-06,1.17352e-04
1.81500e+00,5.05600e-01,9.99892e-01,4.06777e-06,1.03869e-04
1.81500e+00,5.05775e-01,9.99896e-01,4.09787e-06,9.96074e-05
1.81500e+00,5.05950e-01,9.99897e-01,3.97830e-06,9.94634e-05
1.81500e+00,5.06125e-01,9.99895e-01,3.78575e-06,1.01417e-04
1.81500e+00,5.06300e-01,9.99892e-01,3.55536e-06,1.04343e-04
1.81500e+00,5.06475e-01,9.99889e-01,3.30426e-06,1.07445e-04
1.81500e+00,5.06650e-01,9.99887e-01,3.04166e-06,1.10098e-04
1.81500e+00,5.06825e-01,9.99885e-01,2.77336e-06,1.11816e-04
1.81500e+00,5.07000e-01,9.99885e-01,2.50323e-06,1.12279e-04
1.81500e+00,5.07175e-01,9.99886e-01,2.23212e-06,1.11442e-04
1.81500e+00,5.07350e-01,9.99888e-01,1.95409e-06,1.10013e-04
1.81500e+00,5.07525e-01,9.99887e-01,1.66122e-06,1.11653e-04
1.81500e+00,5.07700e-01,9.99874e-01,1.47368e-06,1.24390e-04
1.81500e+00,5.07875e-01,9.99871e-01,1.56028e-06,1.27551e-04
1.81500e+00,5.08050e-01,9.99883e-01,1.57507e-06,1.15663e-04
1.81500e+00,5.08225e-01,9.99894e-01,1.52490e-06,1.04239e-04
1.81500e+00,5.08400e-01,9.99904e-01,1.47042e-06,9.46248e-05
1.81500e+00,5.08575e-01,9.99912e-01,1.42588e-06,8.61952e-05
1.81500e+00,5.08750e-01,9.99920e-01,1.39293e-06,7.85854e-05
1.81500e+00,5.08925e-01,9.99927e-01,1.37086e-06,7.16288e-05
1.81500e+00,5.09100e-01,9.99933e-01,1.35908e-06,6.52527e-05
1.81500e+00,5.09275e-01,9.99939e-01,1.35770e-06,5.94330e-05
1.81500e+00,5.09450e-01,9.99944e-01,1.36762e-06,5.41769e-05
1.81500e+00,5.09625e-01,9.99949e-01,1.39060e-06,4.95167e-05
1.81500e+00,5.09800e-01,9.99953e-01,1.42947e-06,4.55051e-05
1.81500e+00,5.09975e-01,9.99956e-01,1.48854e-06,4.22080e-05
1.81500e+00,5.10150e-01,9.99959e-01,1.57442e-06,3.96941e-05
1.81500e+00,5.10325e-01,9.99960e-01,1.69758e-06,3.80210e-05
1.81500e+00,5.10500e-01,9.99961e-01,1.87547e-06,3.72263e-05
1.81500e+00,5.10675e-01,9.99961e-01,2.13935e-06,3.73574e-05
1.81500e+00,5.10850e-01,9.99959e-01,2.55146e-06,3.86797e-05
1.81500e+00,5.11025e-01,9.99954e-01,3.25747e-06,4.27154e-05
1.81500e+00,5.11200e-01,9.99937e-01,4.70001e-06,5.81898e-05
1.81500e+00,5.11375e-01,9.99835e-01,9.07748e-06,1.55495e-04
1.81500e+00,5.11550e-01,9.97106e-01,6.53122e-05,2.82867e-03
1.81500e+00,5.11725e-01,9.97841e-01,1.73507e-05,2.14130e-03
1.81500e+00,5.11900e-01,9.99434e-01,4.25671e-06,5.62215e-04
1.81500e+00,5.12075e-01,9.99633e-01,5.16300e-06,3.61840e-04
1.81500e+00,5.12250e-01,9.99685e-01,8.64914e-06,3.05863e-04
1.81500e+00,5.12425e-01,9.99670e-01,1.73806e-05,3.12243e-04
1.81500e+00,5.12600e-01,9.99499e-01,4.91554e-05,4.52158e-04
1.81500e+00,5.12775e-01,9.96871e-01,4.75858e-04,2.65296e-03
1.81500e+00,5.12950e-01,9.97718e-01,3.46826e-04,1.93532e-03
1.81500e+00,5.13125e-01,9.99623e-01,3.96585e-05,3.37045e-04
1.81500e+00,5.13300e-01,9.99799e-01,1.33469e-05,1.87798e-04
1.81500e+00,5.13475e-01,9.99856e-01,6.11280e-06,1.37527e-04
1.81500e+00,5.13650e-01,9.99886e-01,3.17273e-06,1.10351e-04
1.81500e+00,5.13825e-01,9.99906e-01,1.70862e-06,9.18762e-05
1.81500e+00,5.14000e-01,9.99921e-01,8.92358e-07,7.79288e-05
1.82000e+00,5.00000e-01,9.99884e-01,1.90424e-05,9.68844e-05
1.82000e+00,5.00175e-01,9.99876e-01,2.11163e-05,1.03146e-04
1.82000e+00,5.00350e-01,9.99865e-01,2.35937e-05,1.11249e-04
1.82000e+00,5.00525e-01,9.99852e-01,2.66025e-05,1.21463e-04
1.82000e+00,5.00700e-01,9.99836e-01,3.02918e-05,1.33990e-04
1.82000e+00,5.00875e-01,9.99816e-01,3.47928e-05,1.48760e-04
1.82000e+00,5.01050e-01,9.99795e-01,4.01900e-05,1.65203e-04
1.82000e+00,5.01225e-01,9.99771e-01,4.66443e-05,1.82520e-04
1.82000e+00,5.01400e-01,9.99744e-01,5.48027e-05,2.01030e-04
1.82000e+00,5.01575e-01,9.99710e-01,6.63314e-05,2.23970e-04
1.82000e+00,5.01750e-01,9.99656e-01,8.45011e-05,2.59051e-04
1.82000e+00,5.01925e-01,9.99562e-01,1.15751e-04,3.22420e-04
1.82000e+00,5.02100e-01,9.99369e-01,1.75386e-04,4.55856e-04
1.82000e+00,5.02275e-01,9.98856e-01,3.14588e-04,8.29689e-04
1.82000e+00,5.02450e-01,9.94128e-01,1.11011e-03,4.76170e-03
1.82000e+00,5.02625e-01,9.97899e-01,9.08518e-04,1.19256e-03
1.82000e+00,5.02800e-01,9.72389e-01,1.12674e-02,1.63435e-02
1.82000e+00,5.02975e-01,9.75445e-01,9.34882e-03,1.52060e-02
1.82000e+00,5.03150e-01,9.96574e-01,1.19298e-03,2.23325e-03
1.82000e+00,5.03325e-01,9.98436e-01,4.46001e-04,1.11848e-03
1.82000e+00,5.03500e-01,9.98196e-01,2.33905e-04,1.56969e-03
1.82000e+00,5.03675e-01,9.80413e-01,2.08466e-04,1.93786e-02
1.82000e+00,5.03850e-01,9.99248e-01,9.90323e-05,6.52798e-04
1.82000e+00,5.04025e-01,9.99642e-01,7.09131e-05,2.87208e-04
1.82000e+00,5.04200e-01,9.99754e-01,5.38949e-05,1.91757e-04
1.82000e+00,5.04375e-01,9.99809e-01,4.28047e-05,1.48067e-04
1.82000e+00,5.04550e-01,9.99842e-01,3.53839e-05,1.23097e-04
1.82000e+00,5.04725e-01,9.99862e-01,3.05344e-05,1.07592e-04
1.82000e+00,5.04900e-01,9.99874e-01,2.78695e-05,9.84233e-05
1.82000e+00,5.05075e-01,9.99876e-01,2.78779e-05,9.57941e-05
1.82000e+00,5.05250e-01,9.99857e-01,3.39597e-05,1.08541e-04
1.82000e+00,5.05425e-01,9.99658e-01,8.05627e-05,2.61034e-04
1.82000e+00,5.05600e-01,9.97942e-01,2.14213e-04,1.84357e-03
1.82000e+00,5.05775e-01,9.99814e-01,3.77360e-06,1.82307e-04
1.82000e+00,5.05950e-01,9.99874e-01,1.63657e-06,1.24241e-04
1.82000e+00,5.06125e-01,9.99887e-01,1.60564e-06,1.11562e-04
1.82000e+00,5.06300e-01,9.99890e-01,1.58372e-06,1.08325e-04
1.82000e+00,5.06475e-01,9.99890e-01,1.49076e-06,1.08083e-04
1.82000e+00,5.06650e-01,9.99890e-01,1.36203e-06,1.08672e-04
1.82000e+00,5.06825e-01,9.99890e-01,1.22646e-06,1.09062e-04
1.82000e+00,5.07000e-01,9.99890e-01,1.10070e-06,1.08665e-04
1.82000e+00,5.07175e-01,9.99892e-01,9.92580e-07,1.07140e-04
1.82000e+00,5.07350e-01,9.99895e-01,9.03898e-07,1.04318e-04
1.82000e+00,5.07525e-01,9.99899e-01,8.32404e-07,1.00173e-04
1.82000e+00,5.07700e-01,9.99904e-01,7.73792e-07,9.48563e-05
1.82000e+00,5.07875e-01,9.99910e-01,7.27012e-07,8.89531e-05
1.82000e+00,5.08050e-01,9.99915e-01,7.19111e-07,8.47802e-05
1.82000e+00,5.08225e-01,9.99908e-01,9.02607e-07,9.08414e-05
1.82000e+00,5.08400e-01,9.99891e-01,1.35907e-06,1.07427e-04
1.82000e+00,5.08575e-01,9.99896e-01,1.47124e-06,1.02911e-04
1.82000e+00,5.08750e-01,9.99909e-01,1.38045e-06,8.99299e-05
1.82000e+00,5.08925e-01,9.99920e-01,1.29422e-06,7.86800e-05
1.82000e+00,5.09100e-01,9.99929e-01,1.23255e-06,6.94854e-05
1.82000e+00,5.09275e-01,9.99937e-01,1.18919e-06,6.17587e-05
1.82000e+00,5.09450e-01,9.99944e-01,1.15908e-06,5.51357e-05
1.82000e+00,5.09625e-01,9.99949e-01,1.13968e-06,4.94456e-05
1.82000e+00,5.09800e-01,9.99954e-01,1.13017e-06,4.46332e-05
1.82000e+00,5.09975e-01,9.99958e-01,1.13087e-06,4.07116e-05
1.82000e+00,5.10150e-01,9.99961e-01,1.14307e-06,3.77297e-05
1.82000e+00,5.10325e-01,9.99963e-01,1.16905e-06,3.57441e-05
1.82000e+00,5.10500e-01,9.99964e-01,1.21236e-06,3.47870e-05
1.82000e+00,5.10675e-01,9.99964e-01,1.27844e-06,3.48279e-05
1.82000e+00,5.10850e-01,9.99963e-01,1.37546e-06,3.57311e-05
1.82000e+00,5.11025e-01,9.99961e-01,1.51608e-06,3.72171e-05
1.82000e+00,5.11200e-01,9.99959e-01,1.72085e-06,3.88576e-05
1.82000e+00,5.11375e-01,9.99958e-01,2.02602e-06,4.01746e-05
1.82000e+00,5.11550e-01,9.99956e-01,2.50467e-06,4.11057e-05
1.82000e+00,5.11725e-01,9.99952e-01,3.33865e-06,4.41621e-05
1.82000e+00,5.11900e-01,9.99927e-01,5.16664e-06,6.82658e-05
1.82000e+00,5.12075e-01,9.99656e-01,1.25230e-05,3.31959e-04
1.82000e+00,5.12250e-01,8.93493e-01,1.23472e-03,1.05273e-01
1.82000e+00,5.12425e-01,9.98910e-01,7.72698e-06,1.08241e-03
1.82000e+00,5.12600e-01,9.99539e-01,5.62084e-06,4.55761e-04
1.82000e+00,5.12775e-01,9.99680e-01,7.85959e-06,3.12628e-04
1.82000e+00,5.12950e-01,9.99724e-01,1.32305e-05,2.62731e-04
1.82000e+00,5.13125e-01,9.99702e-01,2.73882e-05,2.70343e-04
1.82000e+00,5.13300e-01,9.99453e-01,8.96395e-05,4.57429e-04
1.82000e+00,5.13475e-01,9.84911e-01,3.31326e-03,1.17757e-02
1.82000e+00,5.13650e-01,9.99082e-01,1.75585e-04,7.42234e-04
1.82000e+00,5.13825e-01,9.99750e-01,3.30782e-05,2.16703e-04
1.82000e+00,5.14000e-01,9.99857e-01,1.27454e-05,1.29918e-04
1.82500e+00,5.00000e-01,9.99910e-01,9.46225e-06,8.10124e-05
1.82500e+00,5.00175e-01,9.99906e-01,9.97538e-06,8.39549e-05
1.82500e+00,5.00350e-01,9.99901e-01,1.06172e-05,8.79360e-05
1.82500e+00,5.00525e-01,9.99896e-01,1.14134e-05,9.29873e-05
1.82500e+00,5.00700e-01,9.99889e-01,1.23931e-05,9.90726e-05
1.82500e+00,5.00875e-01,9.99880e-01,1.35881e-05,1.06100e-04
1.82500e+00,5.01050e-01,9.99871e-01,1.50337e-05,1.13893e-04
1.82500e+00,5.01225e-01,9.99861e-01,1.67776e-05,1.22138e-04
1.82500e+00,5.01400e-01,9.99851e-01,1.89133e-05,1.30340e-04
1.82500e+00,5.01575e-01,9.99840e-01,2.16618e-05,1.37926e-04
1.82500e+00,5.01750e-01,9.99830e-01,2.54737e-05,1.44914e-04
1.82500e+00,5.01925e-01,9.99816e-01,3.10280e-05,1.52862e-04
1.82500e+00,5.02100e-01,9.99796e-01,3.91024e-05,1.65107e-04
1.82500e+00,5.02275e-01,9.99763e-01,5.06703e-05,1.86001e-04
1.82500e+00,5.02450e-01,9.99711e-01,6.75488e-05,2.21434e-04
1.82500e+00,5.02625e-01,9.99623e-01,9.38015e-05,2.83018e-04
1.82500e+00,5.02800e-01,9.99458e-01,1.39502e-04,4.02777e-04
1.82500e+00,5.02975e-01,9.99023e-01,2.38715e-04,7.37845e-04
1.82500e+00,5.03150e-01,9.72881e-01,2.97487e-03,2.41440e-02
1.82500e+00,5.03325e-01,9.95522e-01,1.37870e-03,3.09923e-03
1.82500e+00,5.03500e-01,8.96209e-01,3.21335e-02,7.16573e-02
1.82500e+00,5.03675e-01,9.89859e-01,3.02866e-03,7.11245e-03
1.82500e+00,5.03850e-01,9.98029e-01,5.25710e-04,1.44486e-03
1.82500e+00,5.04025e-01,9.98926e-01,1.81755e-04,8.92155e-04
1.82500e+00,5.04200e-01,9.94992e-01,5.03767e-05,4.95806e-03
1.82500e+00,5.04375e-01,9.97838e-01,1.40161e-04,2.02162e-03
1.82500e+00,5.04550e-01,9.99480e-01,6.74669e-05,4.52131e-04
1.82500e+00,5.04725e-01,9.99708e-01,4.47931e-05,2.46829e-04
1.82500e+00,5.04900e-01,9.99792e-01,3.31584e-05,1.74621e-04
1.82500e+00,5.05075e-01,9.99834e-01,2.64120e-05,1.39910e-04
1.82500e+00,5.05250e-01,9.99856e-01,2.24755e-05,1.21306e-04
1.82500e+00,5.05425e-01,9.99868e-01,2.05788e-05,1.11730e-04
1.82500e+00,5.05600e-01,9.99870e-01,2.07944e-05,1.08845e-04
1.82500e+00,5.05775e-01,9.99861e-01,2.47798e-05,1.14321e-04
1.82500e+00,5.05950e-01,9.99809e-01,4.28525e-05,1.48331e-04
1.82500e+00,5.06125e-01,9.98469e-01,4.23288e-04,1.10744e-03
1.82500e+00,5.06300e-01,9.99684e-01,3.20339e-05,2.83916e-04
1.82500e+00,5.06475e-01,9.99860e-01,1.97488e-06,1.37676e-04
1.82500e+00,5.06650e-01,9.99879e-01,2.87352e-07,1.20610e-04
1.82500e+00,5.06825e-01,9.99884e-01,2.19588e-07,1.15861e-04
1.82500e+00,5.07000e-01,9.99886e-01,3.27336e-07,1.13421e-04
1.82500e+00,5.07175e-01,9.99889e-01,4.33557e-07,1.10990e-04
1.82500e+00,5.07350e-01,9.99892e-01,5.17141e-07,1.07812e-04
1.82500e+00,5.07525e-01,9.99896e-01,5.80160e-07,1.03642e-04
1.82500e+00,5.07700e-01,9.99901e-01,6.26385e-07,9.84764e-05
